index	id	category	image	question	answer	A	B	C	D
547	math_55	math	images/math/math_55.jpg	Find the distance from point P to the straight line EF in the diagram.	C	7.19	7.39	7.09	7.29
548	math_56	math	images/math/math_56.jpg	Find the radius of the circle passing through point AB with its center on the straight line CD in the diagram.	A	5.13	5.33	5.23	5.03
549	math_57	math	images/math/math_57.jpg	Find the distance from point P to the straight line EF in the diagram.	D	3.63	3.83	3.43	3.23
550	math_58	math	images/math/math_58.jpg	Find the radius of the circle passing through point AB with its center on the straight line CD in the diagram.	B	6.87	6.67	7.07	6.47
551	math_59	math	images/math/math_59.jpg	Find the distance from point P to the straight line EF in the diagram.	C	0.78	1.18	0.58	0.98
552	math_60	math	images/math/math_60.jpg	Find the radius of the circle passing through point AB with its center on the straight line CD in the diagram.	D	4.30	4.70	4.50	4.10
553	math_61	math	images/math/math_61.jpg	Find the radius of the circle passing through point AB with its center on the straight line CD in the diagram.	A	5.22	5.42	5.02	4.82
554	math_62	math	images/math/math_62.jpg	Find the distance from point P to the straight line EF in the diagram.	C	4.97	4.57	4.37	4.77
555	math_63	math	images/math/math_63.jpg	Find the radius of the circle passing through points A and B, with its center on the line CD.	B	8.50	7.90	8.10	8.30
556	math_64	math	images/math/math_64.jpg	Find the distance from point P to the line EF in the figure.	D	9.14	8.94	8.74	9.34
557	math_65	math	images/math/math_65.jpg	As shown in the figure, in rectangle ABCD, AB = 10, BC = 4, E is a moving point on side BC, then the minimum value of AE + ED is ____.	20.4				
558	math_66	math	images/math/math_66.jpg	In right triangle △ABC, ∠C = 90°, AC = 4, BC = 8, then the sine value of ∠A is ____, and the radius of the inscribed circle is ____.	0.894, 1.53				
559	math_67	math	images/math/math_67.jpg	In right triangle △ABC, ∠C = 90°, AC = 8, BC = 10, then the sine value of ∠A is ____, and the radius of the inscribed circle is ____.	0.781, 2.6				
560	math_68	math	images/math/math_68.jpg	In the rectangular coordinate plane, A(3,3) and B(6,-1), the equation of the perpendicular bisector of line segment AB is ____________.	y=0.75x-2.38				
561	math_69	math	images/math/math_69.jpg	As shown in the figure, in rectangle ABCD, AB = 12, BC = 4, E is a moving point on side BC, then the minimum value of AE + ED is ____.	24.33				
562	math_70	math	images/math/math_70.jpg	Given that the side length of rhombus ABCD is 8 cm and one diagonal is 6 cm, then the length of the other diagonal is ____ cm, and the area of the rhombus is ____ cm².	14.83, 44.5				
563	math_71	math	images/math/math_71.jpg	In the rectangular coordinate plane, A(2,5) and B(8,2), the equation of the perpendicular bisector of line segment AB is ____________.	y=2x-6.5				
564	math_72	math	images/math/math_72.jpg	As shown in the figure, in rectangle ABCD, AB = 10, BC = 8, E is a moving point on side BC, then the minimum value of AE + ED is ____.	21.54				
565	math_73	math	images/math/math_73.jpg	The base radius of a cone is 4 cm, and the slant height is 8 cm. Then the height of the cone is ____ cm, the volume is ____ cm³, and the lateral surface area is ____ cm².	6.93, 116.08, 100.53				
566	math_74	math	images/math/math_74.jpg	In the Cartesian coordinate plane, A(5,5) and B(7,1), the equation of the perpendicular bisector of line segment AB is ____________.	y=0.50x+0.00				
567	math_75	math	images/math/math_75.jpg	In the Cartesian coordinate plane, A(3,2) and B(10,2), the equation of the perpendicular bisector of line segment AB is ____________.	x=6.5				
568	math_76	math	images/math/math_76.jpg	The base radius of a cone is 6 cm, and the slant height is 8 cm. Then the height of the cone is ____ cm, the volume is ____ cm³, and the lateral surface area is ____ cm². (Take π as 3.14)	5.29, 199.48, 150.8				
569	math_77	math	images/math/math_77.jpg	In the Cartesian coordinate plane, A(1,5) and B(9,1), the equation of the perpendicular bisector of line segment AB is ____________.	y=2.00x-7.00				
570	math_78	math	images/math/math_78.jpg	In △ABC, D and E are on AB and AC respectively, and DE ∥ BC. Given that AD = 7 cm, DB = 2 cm, and AE = 7 cm, then EC = ____ cm.	2.0				
571	math_79	math	images/math/math_79.jpg	As shown in the figure, the base radius and slant height of the cone are marked. Find the height, volume, and lateral surface area of the cone. (Take π as 3.14, and round to two decimal places.)	9.54, 89.91, 94.25				
572	math_80	math	images/math/math_80.jpg	As shown in the figure, given points P and Q, find the length of PQ (round to two decimal places).	A	6.56	6.96	7.16	6.76
573	math_81	math	images/math/math_81.jpg	"As shown in the figure, given points A and B, find the slope of line AB (use ""inf"" for infinity if applicable)."	B	1.95	-0.95	2.95	0.95
574	math_82	math	images/math/math_82.jpg	As shown in the figure, given a right triangle, find the sine of ∠A and the radius of the inscribed circle (round to two decimal places).	C	0.6, 1.0	0.8, 2.0	0.6, 2.0	0.8, 1.0
575	math_83	math	images/math/math_83.jpg	As shown in the figure, given the straight line EF and a point P outside the line, find the distance from point P to the straight line EF (rounded to two decimal places).	B	2.06	2.26	2.46	2.66
576	math_84	math	images/math/math_84.jpg	As shown in the figure, given the center of the circle O and a point P on the circle, write the equation of the circle (rounded to two decimal places).	(x - -3.21)^2 + (y - 2.26)^2 = 4.19^2				
577	math_85	math	images/math/math_85.jpg	As shown in the figure, given points P and Q, find the length of PQ (rounded to two decimal places).	A	11.63	12.03	11.83	12.23
578	math_86	math	images/math/math_86.jpg	As shown in the figure, in △ABC, D and E are on AB and AC respectively, and DE∥BC. Find the length of EC (rounded to two decimal places).	C	3.35	3.55	3.75	3.95
579	math_87	math	images/math/math_87.jpg	As shown in the figure, given the straight line EF and a point P outside the line, find the distance from point P to the straight line EF (rounded to two decimal places).	D	2.2	1.9	2.4	2.7
580	math_88	math	images/math/math_88.jpg	As shown in the figure, in △ABC, D and E are on AB and AC respectively, and DE∥BC. Find the length of EC (rounded to two decimal places).	8.00				
581	math_89	math	images/math/math_89.jpg	As shown in the figure, given the center of the circle O and a point P on the circle, write the equation of the circle (rounded to two decimal places).	(x - -0.26)^2 + (y - 1.38)^2 = 2.72^2				
582	math_90	math	images/math/math_90.jpg	As shown in the figure, in △ABC, D and E are on AB and AC respectively, and DE∥BC. Find the length of EC (rounded to two decimal places).	1.6				
583	math_91	math	images/math/math_91.jpg	As shown in the figure, in △ABC, D and E are on AB and AC respectively, and DE∥BC. Find the length of EC (rounded to two decimal places).	A	3.43	4.03	3.63	3.83
584	math_92	math	images/math/math_92.jpg	As shown in the figure, in rhombus ABCD, part of the sides and one diagonal are marked. Find the length of the other diagonal and the area of the rhombus (rounded to two decimal places).	14.39, 50.36				
585	math_93	math	images/math/math_93.jpg	As shown in the figure, given the straight line EF and a point P outside the line, find the distance from point P to the straight line EF (rounded to two decimal places).	D	0.99	0.69	0.79	0.89
586	math_94	math	images/math/math_94.jpg	As shown in the figure, in the plane Cartesian coordinate system, points A and B are given. Find the equation of the perpendicular bisector of segment AB.	y = 1.67x - 12.00				
587	math_95	math	images/math/math_95.jpg	"As shown in the figure, points A and B are marked. Find the slope of the straight line AB (use ""inf"" if the slope is infinite)."	C	-1.13	-0.13	0.13	1.13
588	math_96	math	images/math/math_96.jpg	As shown in the figure, in rectangle ABCD, E is a moving point on side BC. Find the minimum value of AE + ED (rounded to two decimal places).	13.00				
589	math_97	math	images/math/math_97.jpg	As shown in the figure, a right triangle is given. Find the sine value of ∠A and the radius of the inscribed circle (rounded to two decimal places).	0.56, 1.39				
590	math_98	math	images/math/math_98.jpg	"As shown in the figure, points A and B are marked. Find the slope of the straight line AB (use ""inf"" if the slope is infinite)."	B	3.56	-3.56	-3.16	3.16
591	math_99	math	images/math/math_99.jpg	As shown in the figure, the straight line CD and points A and B are marked. Given that the center of the circle lies on the straight line CD and the circle passes through points A and B, find the radius of the circle (rounded to two decimal places).	C	4.68	6.68	5.68	3.68
592	math_100	math	images/math/math_100.jpg	As shown in the figure, in the plane Cartesian coordinate system, points A and B are given. Find the equation of the perpendicular bisector of segment AB.	y = x - 2				
593	math_101	math	images/math/math_101.jpg	As shown in the figure, in rectangle ABCD, E is a moving point on side BC. Find the minimum value of AE + ED (rounded to two decimal places).	12.65				
594	math_102	math	images/math/math_102.jpg	As shown in the figure, in the plane Cartesian coordinate system, points A and B are given. Find the equation of the perpendicular bisector of segment AB.	y = 1.5x - 4				
595	math_103	math	images/math/math_103.jpg	As shown in the figure, in rectangle ABCD, E is a moving point on side BC. Find the minimum value of AE + ED (rounded to two decimal places).	16.49				
596	math_104	math	images/math/math_104.jpg	As shown in the figure, in the plane Cartesian coordinate system, points A and B are given. Find the equation of the perpendicular bisector of line segment AB.	x = 5.0				
597	math_105	math	images/math/math_105.jpg	As shown in the figure, in rectangle ABCD, AB = 10, BC = 4, E is a moving point on side BC, then the minimum value of AE + ED is ____.	20.4				
598	math_106	math	images/math/math_106.jpg	Please calculate the number of edges of the polygon in the image. Options:	A	20	18	22	24
599	math_107	math	images/math/math_107.jpg	Please calculate the number of edges of the polygon in the image. Options:	D	31	22	28	25
600	math_108	math	images/math/math_108.jpg	Please calculate the number of edges of the polygon in the image. Options:	B	28	30	26	32
601	math_109	math	images/math/math_109.jpg	Please calculate the number of edges of the polygon in the image. Options:	D	25	40	30	35
602	math_110	math	images/math/math_110.jpg	Please calculate the number of edges of the polygon in the image. Options:	B	45	40	30	35
69	measure_1	measure	images/measure/measure_1.jpg	What is the approximate distance in pixels between the left and right pupils of the person in the image?	A	260	300	320	280
70	measure_2	measure	images/measure/measure_2.jpg	What is the inner diameter in pixels of the largest nut in the picture?	B	160	170	180	190
71	measure_3	measure	images/measure/measure_3.jpg	What is the height in pixels of the tallest nut in the picture?	C	430	390	360	330
72	measure_4	measure	images/measure/measure_4.jpg	What is the approximate distance in pixels between the left and right pupils of the person in the image?	D	90	100	70	80
73	measure_5	measure	images/measure/measure_5.jpg	What is the approximate distance in pixels between the left and right pupils of the person in the image?	A	95	105	115	85
74	measure_6	measure	images/measure/measure_6.jpg	What is the approximate distance in pixels between the left and right pupils of the person in the image?	B	85	80	75	90
75	measure_7	measure	images/measure/measure_7.jpg	What is the length in pixels of the black screw in the green area?	C	130	170	150	190
76	measure_8	measure	images/measure/measure_8.jpg	What is the length in pixels of the black screw at the center of the disc?	D	125	145	115	135
77	measure_9	measure	images/measure/measure_9.jpg	What is the length in pixels of the black screw in the upper right corner of the table?	C	115	145	125	135
78	measure_10	measure	images/measure/measure_10.jpg	What is the length of the silver screw in the pink area?	A	125	115	95	105
79	measure_11	measure	images/measure/measure_11.jpg	What is the outer diameter of the nut in the white area?	B	35	15	25	5
291	measure_12	measure	images/measure/measure_12.jpg	Please measure the length of the item in the picture.	B	1.75	1.80	1.90	1.85
292	measure_13	measure	images/measure/measure_13.jpg	Please measure the mass of the item in the picture.	D	151.5	151.2	151.3	151.4
293	measure_14	measure	images/measure/measure_14.jpg	How much longer is the pencil compared to the wrench?	B	3.60	3.70	3.50	3.80
294	measure_15	measure	images/measure/measure_15.jpg	Please measure the length of the item in the picture.	C	2.8	2.9	2.7	3.1
295	measure_16	measure	images/measure/measure_16.jpg	What is the pulling force of Figure A in the picture?	A	1.4	1.3	1.6	1.5
296	measure_17	measure	images/measure/measure_17.jpg	Please measure the volume of the liquid in the picture.	C	83.4	84.8	83.0	83.9
297	measure_18	measure	images/measure/measure_18.jpg	How far is it from the store to the children's palace?	D	600	1200	800	1000
298	measure_19	measure	images/measure/measure_19.jpg	Please measure the length of the pencil in Figure A in the picture.	A	3.50	3.40	3.70	3.60
299	measure_20	measure	images/measure/measure_20.jpg	Please measure the mass of the item in the picture in kilograms.	B	41.7	41.8	41.9	41.6
300	measure_21	measure	images/measure/measure_21.jpg	Please measure the temperature shown in the left picture in degrees Celsius.	D	28.0	29.5	29.0	28.5
301	measure_22	measure	images/measure/measure_22.jpg	Please measure the distance between A and B in the diagram.	C	8.1	8.9	8.0	8.2
302	measure_23	measure	images/measure/measure_23.jpg	Please measure the diameter of the yellow ball in the diagram.	A	0.8cm	1.0cm	0.9cm	0.7cm
303	measure_24	measure	images/measure/measure_24.jpg	Please measure the length of the item in Diagram A.	B	3.8	3.5	3.7	3.6
304	measure_25	measure	images/measure/measure_25.jpg	Please measure the temperature in the diagram.	D	-5.5	-6.5	-5	-6.0
305	measure_26	measure	images/measure/measure_26.jpg	Please measure the length of the item in the diagram.	A	3.60	3.45	3.55	3.50
306	measure_27	measure	images/measure/measure_27.jpg	Please measure the tension in the diagram.	B	4.80	4.60	4.70	4.50
307	measure_28	measure	images/measure/measure_28.jpg	Please measure the length of the item in the diagram.	C	1.60	1.90	1.85	1.75
308	measure_29	measure	images/measure/measure_29.jpg	Please measure the temperature on the red thermometer in the diagram in degrees Celsius.	D	28.8	29.0	28.7	28.9
309	measure_30	measure	images/measure/measure_30.jpg	Please measure the reading of the micrometer in the diagram in mm.	B	3.80	3.85	3.50	3.90
310	measure_31	measure	images/measure/measure_31.jpg	Please measure the reading of the vernier caliper in the diagram in cm.	A	2.47	2.48	2.46	2.49
311	measure_32	measure	images/measure/measure_32.jpg	Please measure the reading of the vernier caliper in the image, how many cm is it?	C	10.10	10.40	10.60	10.30
312	measure_33	measure	images/measure/measure_33.jpg	Please measure the temperature in the image, how many degrees is it?	A	39.7	39.4	39.8	39.8
313	measure_34	measure	images/measure/measure_34.jpg	Please measure the length measured by the tape measure in the image, how many cm is it?	B	121.6	121.8	121.3	121.4
314	measure_35	measure	images/measure/measure_35.jpg	Please measure the length of the item in the image, how many cm is it?	D	4.1	3.8	3.9	4.0
315	measure_36	measure	images/measure/measure_36.jpg	Please measure the length of the item in the image, how many cm is it?	C	3.8	3.2	3.3	3.5
316	measure_37	measure	images/measure/measure_37.jpg	Please measure the angle of the item in the image, how many degrees is it?	B	104	100	110	95
317	measure_38	measure	images/measure/measure_38.jpg	Please measure the mass of the item in the image, how many grams is it?	D	82.1	82.3	82.2	82.4
318	measure_39	measure	images/measure/measure_39.jpg	Please measure the length of the item in the image, how many cm is it?	C	8.1	8.2	8.0	8.3
319	measure_40	measure	images/measure/measure_40.jpg	Please measure the length of the paperclip in the image, how many cm is it?	A	3.0	3.5	3.2	3.4
320	measure_41	measure	images/measure/measure_41.jpg	Please measure the diameter of figure A in the image, how many cm is it?	D	1.7	1.9	1.6	1.5
321	measure_42	measure	images/measure/measure_42.jpg	Please measure the pressure of Figure B in the image.	A	0.014	0.013	0.016	0.015
322	measure_43	measure	images/measure/measure_43.jpg	Please measure the length of Figure C in the image.	C	2.6	2.50	2.70	2.80
323	measure_44	measure	images/measure/measure_44.jpg	Please measure the length of the object in Figure B in the image.	B	2.60	2.50	2.70	2.40
324	measure_45	measure	images/measure/measure_45.jpg	Please measure the diameter of the object in Figure 2 in the image.	B	1.20	1.30	1.50	1.40
325	measure_46	measure	images/measure/measure_46.jpg	Please measure the temperature shown by the blue thermometer in the image.	D	-14.2	-15.0	-13.8	-13.0
326	measure_47	measure	images/measure/measure_47.jpg	Please measure the current in Figure C in the image.	A	0.26	0.28	0.20	0.22
327	measure_48	measure	images/measure/measure_48.jpg	Please measure the temperature shown by the yellow thermometer in the image in degrees Celsius.	C	19.9	20.1	20.0	20.2
328	measure_49	measure	images/measure/measure_49.jpg	Please measure the temperature shown by the blue thermometer in the image in degrees Celsius.	C	-14.9	-15.1	-15.0	-14.8
329	measure_50	measure	images/measure/measure_50.jpg	Please measure the length shown by the vernier caliper.	D	1.39	1.35	1.37	1.38
330	measure_51	measure	images/measure/measure_51.jpg	Please measure the volume of the graduated cylinder.	A	26.68	26.45	26.51	26.78
603	measure_52	measure	images/measure/measure_52.jpg	Measure the diameter of the steel ball in the figure. How many cm is it?	C	0.50	0.45	0.40	0.35
604	measure_53	measure	images/measure/measure_53.jpg	Measure the length of the object in the figure. How many cm is it?	A	2.80	2.85	2.90	2.75
605	measure_54	measure	images/measure/measure_54.jpg	Measure the diameter of the one-yuan coin in the figure. How many cm is it?	D	2.60	2.55	2.45	2.50
606	measure_55	measure	images/measure/measure_55.jpg	Measure the length of the wooden block in the figure. How many cm is it?	C	1.25	1.05	1.15	1.35
607	measure_56	measure	images/measure/measure_56.jpg	Measure the length shown by the micrometer in the figure. How many mm is it?	B	2.964	2.962	2.963	2.961
608	measure_57	measure	images/measure/measure_57.jpg	Measure the amount of milk in the figure. How many ml is it?	A	225	223	224	226
609	measure_58	measure	images/measure/measure_58.jpg	Measure the amount of water in the figure. How many ml is it?	D	26.1	25.9	26.2	26.0
610	measure_59	measure	images/measure/measure_59.jpg	Measure the length shown by the vernier caliper in the figure. How many mm is it?	A	11.14	11.25	11.35	11.05
611	measure_60	measure	images/measure/measure_60.jpg	Please measure how many seconds the stopwatch on the left in the picture shows?	C	111.5	111.1	111.3	111.4
612	measure_61	measure	images/measure/measure_61.jpg	Please measure how many seconds the stopwatch in the middle in the picture shows?	B	120.5	120.0	121.0	120.2
613	measure_62	measure	images/measure/measure_62.jpg	Please measure how many seconds the stopwatch on the right in the picture shows?	C	24.2	23.5	24.5	24.3
614	measure_63	measure	images/measure/measure_63.jpg	Please measure the length shown by the micrometer in the picture in mm?	B	8.243	8.462	8.553	8.342
615	measure_64	measure	images/measure/measure_64.jpg	Please measure the length of the object on the left in the picture in cm?	D	2.78	2.70	2.73	2.75
616	measure_65	measure	images/measure/measure_65.jpg	Please measure how many seconds the stopwatch in the middle in the picture shows?	A	140	141	139	142
617	measure_66	measure	images/measure/measure_66.jpg	Please measure how many newtons the dynamometer on the right in the picture shows?	B	3.1	3.6	3.2	3.3
618	measure_67	measure	images/measure/measure_67.jpg	Please measure the reading of the scale in Figure A in the picture in mm?	C	16.4	16.5	16.2	16.3
619	measure_68	measure	images/measure/measure_68.jpg	Please measure the reading of the object on the scale in Figure B in the picture in mm?	D	20.2	20.1	20.3	20.0
620	measure_69	measure	images/measure/measure_69.jpg	Please measure the length of the object in the picture in cm?	A	3.8	3.7	3.6	3.9
621	measure_70	measure	images/measure/measure_70.jpg	Please measure the measurement result of the vernier caliper in the figure in mm?	B	16.14	16.13	16.12	16.15
622	measure_71	measure	images/measure/measure_71.jpg	Please measure the length of the object in Figure A in the figure in cm?	A	3.24	3.14	3.22	3.15
623	measure_72	measure	images/measure/measure_72.jpg	Please measure the length of the object in the figure in cm?	D	9.52	9.22	9.15	9.62
624	measure_73	measure	images/measure/measure_73.jpg	Please measure the length of the object in Figure 1 in the figure in cm?	C	3.15	3.12	3.00	3.22
625	measure_74	measure	images/measure/measure_74.jpg	Please measure the length of the object in the figure in cm?	A	2.40	2.31	2.41	2.30
626	measure_75	measure	images/measure/measure_75.jpg	Please measure the length of the object in the figure in cm?	D	2.90	2.77	2.82	2.80
627	measure_76	measure	images/measure/measure_76.jpg	Please measure the length of the object in the figure in cm?	C	2.90	2.87	2.80	2.76
628	measure_77	measure	images/measure/measure_77.jpg	Please measure the length of the object in Figure A in the figure in cm?	B	3.6	3.5	3.9	3.4
629	measure_78	measure	images/measure/measure_78.jpg	Please measure the length of the object in Figure A in the figure in cm?	B	2.1	2.2	2.3	2.4
630	measure_79	measure	images/measure/measure_79.jpg	Please measure the length of the pencil in the figure in cm?	A	3.6	3.3	3.1	3.4
631	measure_80	measure	images/measure/measure_80.jpg	Please measure the length of the item in the picture in cm?	D	2.15	2.10	2.25	2.05
632	measure_81	measure	images/measure/measure_81.jpg	Please measure the stopwatch reading in the picture in seconds?	C	338.0	337.0	337.5	338.5
633	measure_82	measure	images/measure/measure_82.jpg	Please measure the length of the object in Figure A in the picture in cm?	B	1.1	1.2	1.5	1.4
634	measure_83	measure	images/measure/measure_83.jpg	Please measure the reading of the micrometer in the picture in mm?	D	7.380	7.385	7.370	7.375
635	measure_84	measure	images/measure/measure_84.jpg	Please measure the diameter of the object in Figure 1 in the picture in cm?	C	1.14	1.01	1.08	1.15
636	measure_85	measure	images/measure/measure_85.jpg	Please measure the temperature on the thermometer on the left in the picture in degrees Celsius?	A	-22.0	-21.0	-21.5	-22.5
637	measure_86	measure	images/measure/measure_86.jpg	Please measure the reading of the micrometer in Figure a in the picture in mm?	B	10.30	10.25	10.35	10.20
638	measure_87	measure	images/measure/measure_87.jpg	Please measure the length of the object in the picture in cm?	A	4.5	4.4	4.2	4.3
639	measure_88	measure	images/measure/measure_88.jpg	Please measure the volume of the liquid in the picture in ml?	D	6.9	7.2	7.1	7.0
640	measure_89	measure	images/measure/measure_89.jpg	Please measure the length of the pencil in the picture in cm?	C	6.4	6.2	6.0	6.6
641	measure_90	measure	images/measure/measure_90.jpg	What is the reading of the ammeter in the diagram in amperes?	D	0.11	0.14	0.13	0.12
642	measure_91	measure	images/measure/measure_91.jpg	What is the reading in millimeters in the diagram?	A	20.6	20.5	20.7	20.4
643	measure_92	measure	images/measure/measure_92.jpg	What is the stopwatch reading in seconds in Diagram B?	C	72.0	71.8	71.9	71.7
644	measure_93	measure	images/measure/measure_93.jpg	What is the stopwatch reading in seconds in Diagram B?	B	220.4	220.5	220.1	220.3
645	measure_94	measure	images/measure/measure_94.jpg	What is the length of the object in the diagram in centimeters?	C	2.2	2.4	2.5	2.3
646	measure_95	measure	images/measure/measure_95.jpg	What is the length of the object in Diagram B in centimeters?	A	1.40	1.45	1.50	1.35
647	measure_96	measure	images/measure/measure_96.jpg	What is the length of the object in Diagram C in centimeters?	B	1.5	1.7	1.9	1.8
648	measure_97	measure	images/measure/measure_97.jpg	What is the length of the object in Diagram 2 in centimeters?	D	2.10	2.25	2.15	2.20
649	measure_98	measure	images/measure/measure_98.jpg	What is the reading of the thermometer on the right in degrees Celsius?	A	38.0	37.0	39.0	33.0
650	measure_99	measure	images/measure/measure_99.jpg	What is the reading of the micrometer in Diagram B in millimeters?	C	10.70	10.73	10.76	10.79
651	measure_100	measure	images/measure/measure_100.jpg	Please measure how many ml of liquid is in the graduated cylinder in the picture?	D	47.72	47.55	48.50	48.00
652	measure_101	measure	images/measure/measure_101.jpg	Please measure the volume of the stone in the graduated cylinder in Picture B?	B	10.5	10.0	9.7	10.3
653	measure_102	measure	images/measure/measure_102.jpg	Please measure the volume of the small ball in the graduated cylinder in the picture?	A	10.0	10.5	10.8	9.5
654	measure_103	measure	images/measure/measure_103.jpg	Please measure the length of the paperclip in the picture?	D	3.2	3.1	2.9	3.0
655	measure_104	measure	images/measure/measure_104.jpg	What is the length of the rugby ball in the picture??	C	2.5	2.8	2.7	2.6
656	measure_105	measure	images/measure/measure_105.jpg	What is the length of the plug-in wire in the picture??	B	3.2	3.0	3.3	3.1
80	ocr_1	ocr	images/ocr/ocr_1.jpg	This is a left-right mirrored image. Please tell me what the first character in the first row is after restoring the image.	天				
81	ocr_2	ocr	images/ocr/ocr_2.jpg	What is the license plate number shown in the picture?	A1329B				
82	ocr_3	ocr	images/ocr/ocr_3.jpg	Please identify the numbers in the image.	8				
83	ocr_4	ocr	images/ocr/ocr_4.jpg	When does the validity period of the certificate start and end?	1994-12-18 to 2000-12-18				
84	ocr_5	ocr	images/ocr/ocr_5.jpg	What is the license plate number shown in the picture?	ZH105550				
85	ocr_6	ocr	images/ocr/ocr_6.jpg	What is the license plate number shown in the picture?	1267ZH94				
86	ocr_7	ocr	images/ocr/ocr_7.jpg	What is the license plate number shown in the picture?	MH02DN6980				
87	ocr_8	ocr	images/ocr/ocr_8.jpg	What is the license plate number shown in the picture?	ELXD923				
88	ocr_9	ocr	images/ocr/ocr_9.jpg	What are the words in the third row of the license plate?	Minot Williston Bismarck				
89	ocr_10	ocr	images/ocr/ocr_10.jpg	What is the license plate of the red car in the picture?	GJ01DY6855				
90	ocr_11	ocr	images/ocr/ocr_11.jpg	What is the license plate number shown in the picture?	MH18AA1002				
91	ocr_12	ocr	images/ocr/ocr_12.jpg	Please identify a number in the image.	5				
331	ocr_13	ocr	images/ocr/ocr_13.jpg	Who is the preparer of this form?	任璐				
332	ocr_14	ocr	images/ocr/ocr_14.jpg	What is the number of the special invoice seal?	92510802MA66N7C55R				
333	ocr_15	ocr	images/ocr/ocr_15.jpg	"What expenses need to be filled in under ""Other Expenses""?"	B	Service fee	Fuel fee	Transportation fee	Accommodation fee
334	ocr_16	ocr	images/ocr/ocr_16.jpg	Who said the sentence at the very bottom?	Leonard Maltin				
335	ocr_17	ocr	images/ocr/ocr_17.jpg	What month is it now?	February				
336	ocr_18	ocr	images/ocr/ocr_18.jpg	What is the license plate number?	WC2956				
337	ocr_19	ocr	images/ocr/ocr_19.jpg	How many calories are there in each serving?	130				
338	ocr_20	ocr	images/ocr/ocr_20.jpg	How much did it cost in total?	63000				
339	ocr_21	ocr	images/ocr/ocr_21.jpg	What is the name of this bottle of wine?	ATOMIC				
340	ocr_22	ocr	images/ocr/ocr_22.jpg	If I want to inquire about placing an advertisement in the directory, what number should I call??	2071505309				
341	ocr_23	ocr	images/ocr/ocr_23.jpg	Which company's building is this?	NOKIA				
342	ocr_24	ocr	images/ocr/ocr_24.jpg	What is the calorie count of this portion of food?	1573kj				
343	ocr_25	ocr	images/ocr/ocr_25.jpg	What is the website link shown in the picture?	DODGERS.COM				
344	ocr_26	ocr	images/ocr/ocr_26.jpg	What is the signature dish of this restaurant?	太湖三白				
345	ocr_27	ocr	images/ocr/ocr_27.jpg	Which city's company is this?	苏州				
346	ocr_28	ocr	images/ocr/ocr_28.jpg	What job does this position description refer to?	数据挖掘工程师				
347	ocr_29	ocr	images/ocr/ocr_29.jpg	Which era does the time recorded on the board belong to?	1830's				
348	ocr_30	ocr	images/ocr/ocr_30.jpg	What is the name of the first person counting from the top?	TOM PALMER				
349	ocr_31	ocr	images/ocr/ocr_31.jpg	What is the word on the far right of the first line of the main text?	own				
350	ocr_32	ocr	images/ocr/ocr_32.jpg	How big is this lake?	218 ACRES				
351	ocr_33	ocr	images/ocr/ocr_33.jpg	What is the first word of the fourth paragraph?	Enable				
352	ocr_34	ocr	images/ocr/ocr_34.jpg	Which university can you go to by turning right?	Nikolaikirche				
353	ocr_35	ocr	images/ocr/ocr_35.jpg	What is the text inside the purple block?	Art Exhibitions				
354	ocr_36	ocr	images/ocr/ocr_36.jpg	How much is Lemon Tea?	25.000				
355	ocr_37	ocr	images/ocr/ocr_37.jpg	What is the IOA NO:?	469677				
356	ocr_38	ocr	images/ocr/ocr_38.jpg	What is the order number?	264				
357	ocr_39	ocr	images/ocr/ocr_39.jpg	Which province's founding general's portrait is this?	湖南				
358	ocr_40	ocr	images/ocr/ocr_40.jpg	What is written on the banner in the picture?	中国海外三峡希望小学				
359	ocr_41	ocr	images/ocr/ocr_41.jpg	What is the text on the red board?	ATTACK CAT				
360	ocr_42	ocr	images/ocr/ocr_42.jpg	What is the name of the shop on the left?	ODE TO ART				
361	ocr_43	ocr	images/ocr/ocr_43.jpg	What food is being advertised in the advertisement above?	['Steamed Pork Dumplinp','xiao long bao']				
362	ocr_44	ocr	images/ocr/ocr_44.jpg	What is the second equation problem?	(x+1)(x+2)=3				
363	ocr_45	ocr	images/ocr/ocr_45.jpg	What is the full score for this question?	10				
364	ocr_46	ocr	images/ocr/ocr_46.jpg	Recognize the text in the image.	INDUSTRIAL				
365	ocr_47	ocr	images/ocr/ocr_47.jpg	Recognize the text in the image.	Mediterranean				
366	ocr_48	ocr	images/ocr/ocr_48.jpg	Recognize the text in the image.	Briefkasten				
367	ocr_49	ocr	images/ocr/ocr_49.jpg	Recognize the text in the image.	DISTRIBUTION				
368	ocr_50	ocr	images/ocr/ocr_50.jpg	Recognize the text in the image.	DISTRIBUTION				
92	perceptual_Restoration_1	perceptual	images/perceptual_restoration/perceptual_Restoration_1.jpg	This is a photo that is partially obscured by shadows. Please tell me what the third-to-last word in the 13th row is.	the				
93	perceptual_Restoration_2	perceptual	images/perceptual_restoration/perceptual_Restoration_2.jpg	This is a photo that is covered with haze. Please tell me how many cars are in the image.	D	3	4	6	5
94	perceptual_Restoration_3	perceptual	images/perceptual_restoration/perceptual_Restoration_3.jpg	What is the title of the fifth chapter?	Forward Energy				
95	perceptual_Restoration_4	perceptual	images/perceptual_restoration/perceptual_Restoration_4.jpg	How many game cartridges are on the table?	C	10	7	8	9
